"","region","year","urban_population","continent"
"2807","Djibouti",1960,50.325,"Africa"
"2808","Djibouti",1961,51.448,"Africa"
"2809","Djibouti",1962,52.619,"Africa"
"2810","Djibouti",1963,53.787,"Africa"
"2811","Djibouti",1964,54.952,"Africa"
"2812","Djibouti",1965,56.109,"Africa"
"2813","Djibouti",1966,57.26,"Africa"
"2814","Djibouti",1967,58.404,"Africa"
"2815","Djibouti",1968,59.54,"Africa"
"2816","Djibouti",1969,60.664,"Africa"
"2817","Djibouti",1970,61.777,"Africa"
"2818","Djibouti",1971,62.878,"Africa"
"2819","Djibouti",1972,63.968,"Africa"
"2820","Djibouti",1973,65.04,"Africa"
"2821","Djibouti",1974,66.099,"Africa"
"2822","Djibouti",1975,67.142,"Africa"
"2823","Djibouti",1976,68.17,"Africa"
"2824","Djibouti",1977,69.178,"Africa"
"2825","Djibouti",1978,70.169,"Africa"
"2826","Djibouti",1979,71.141,"Africa"
"2827","Djibouti",1980,72.096,"Africa"
"2828","Djibouti",1981,73.028,"Africa"
"2829","Djibouti",1982,73.942,"Africa"
"2830","Djibouti",1983,74.504,"Africa"
"2831","Djibouti",1984,74.715,"Africa"
"2832","Djibouti",1985,74.925,"Africa"
"2833","Djibouti",1986,75.134,"Africa"
"2834","Djibouti",1987,75.341,"Africa"
"2835","Djibouti",1988,75.548,"Africa"
"2836","Djibouti",1989,75.753,"Africa"
"2837","Djibouti",1990,75.957,"Africa"
"2838","Djibouti",1991,76.114,"Africa"
"2839","Djibouti",1992,76.161,"Africa"
"2840","Djibouti",1993,76.207,"Africa"
"2841","Djibouti",1994,76.254,"Africa"
"2842","Djibouti",1995,76.3,"Africa"
"2843","Djibouti",1996,76.347,"Africa"
"2844","Djibouti",1997,76.393,"Africa"
"2845","Djibouti",1998,76.439,"Africa"
"2846","Djibouti",1999,76.485,"Africa"
"2847","Djibouti",2000,76.532,"Africa"
"2848","Djibouti",2001,76.578,"Africa"
"2849","Djibouti",2002,76.624,"Africa"
"2850","Djibouti",2003,76.67,"Africa"
"2851","Djibouti",2004,76.716,"Africa"
"2852","Djibouti",2005,76.761,"Africa"
"2853","Djibouti",2006,76.807,"Africa"
"2854","Djibouti",2007,76.853,"Africa"
"2855","Djibouti",2008,76.899,"Africa"
"2856","Djibouti",2009,76.944,"Africa"
"2857","Djibouti",2010,76.999,"Africa"
"2858","Djibouti",2011,77.064,"Africa"
"2859","Djibouti",2012,77.138,"Africa"
"2860","Djibouti",2013,77.222,"Africa"
"2861","Djibouti",2014,77.314,"Africa"
"2862","Djibouti",2015,77.417,"Africa"
"2863","Djibouti",2016,77.528,"Africa"
"2864","Djibouti",2017,77.648,"Africa"
"2865","Djibouti",2018,77.777,"Africa"
"2866","Djibouti",2019,77.915,"Africa"
"2867","Djibouti",2020,78.062,"Africa"
"2868","Dominica",1960,37.846,"North America"
"2869","Dominica",1961,37.912,"North America"
"2870","Dominica",1962,37.979,"North America"
"2871","Dominica",1963,38.046,"North America"
"2872","Dominica",1964,38.113,"North America"
"2873","Dominica",1965,38.18,"North America"
"2874","Dominica",1966,38.247,"North America"
"2875","Dominica",1967,38.314,"North America"
"2876","Dominica",1968,38.381,"North America"
"2877","Dominica",1969,38.448,"North America"
"2878","Dominica",1970,38.683,"North America"
"2879","Dominica",1971,39.47,"North America"
"2880","Dominica",1972,40.264,"North America"
"2881","Dominica",1973,41.061,"North America"
"2882","Dominica",1974,41.864,"North America"
"2883","Dominica",1975,42.671,"North America"
"2884","Dominica",1976,43.484,"North America"
"2885","Dominica",1977,44.297,"North America"
"2886","Dominica",1978,45.115,"North America"
"2887","Dominica",1979,45.935,"North America"
"2888","Dominica",1980,46.759,"North America"
"2889","Dominica",1981,47.793,"North America"
"2890","Dominica",1982,49.524,"North America"
"2891","Dominica",1983,51.257,"North America"
"2892","Dominica",1984,52.99,"North America"
"2893","Dominica",1985,54.71,"North America"
"2894","Dominica",1986,56.422,"North America"
"2895","Dominica",1987,58.118,"North America"
"2896","Dominica",1988,59.798,"North America"
"2897","Dominica",1989,61.45,"North America"
"2898","Dominica",1990,63.079,"North America"
"2899","Dominica",1991,64.482,"North America"
"2900","Dominica",1992,64.569,"North America"
"2901","Dominica",1993,64.656,"North America"
"2902","Dominica",1994,64.744,"North America"
"2903","Dominica",1995,64.831,"North America"
"2904","Dominica",1996,64.918,"North America"
"2905","Dominica",1997,65.005,"North America"
"2906","Dominica",1998,65.092,"North America"
"2907","Dominica",1999,65.179,"North America"
"2908","Dominica",2000,65.265,"North America"
"2909","Dominica",2001,65.382,"North America"
"2910","Dominica",2002,65.689,"North America"
"2911","Dominica",2003,65.994,"North America"
"2912","Dominica",2004,66.299,"North America"
"2913","Dominica",2005,66.601,"North America"
"2914","Dominica",2006,66.903,"North America"
"2915","Dominica",2007,67.203,"North America"
"2916","Dominica",2008,67.502,"North America"
"2917","Dominica",2009,67.799,"North America"
"2918","Dominica",2010,68.094,"North America"
"2919","Dominica",2011,68.389,"North America"
"2920","Dominica",2012,68.685,"North America"
"2921","Dominica",2013,68.982,"North America"
"2922","Dominica",2014,69.28,"North America"
"2923","Dominica",2015,69.579,"North America"
"2924","Dominica",2016,69.88,"North America"
"2925","Dominica",2017,70.181,"North America"
"2926","Dominica",2018,70.483,"North America"
"2927","Dominica",2019,70.786,"North America"
"2928","Dominica",2020,71.09,"North America"
"2929","Dominican Republic",1960,30.191,"North America"
"2930","Dominican Republic",1961,31.112,"North America"
"2931","Dominican Republic",1962,32.074,"North America"
"2932","Dominican Republic",1963,33.052,"North America"
"2933","Dominican Republic",1964,34.046,"North America"
"2934","Dominican Republic",1965,35.052,"North America"
"2935","Dominican Republic",1966,36.073,"North America"
"2936","Dominican Republic",1967,37.106,"North America"
"2937","Dominican Republic",1968,38.153,"North America"
"2938","Dominican Republic",1969,39.207,"North America"
"2939","Dominican Republic",1970,40.274,"North America"
"2940","Dominican Republic",1971,41.351,"North America"
"2941","Dominican Republic",1972,42.437,"North America"
"2942","Dominican Republic",1973,43.527,"North America"
"2943","Dominican Republic",1974,44.626,"North America"
"2944","Dominican Republic",1975,45.729,"North America"
"2945","Dominican Republic",1976,46.838,"North America"
"2946","Dominican Republic",1977,47.948,"North America"
"2947","Dominican Republic",1978,49.061,"North America"
"2948","Dominican Republic",1979,50.175,"North America"
"2949","Dominican Republic",1980,51.29,"North America"
"2950","Dominican Republic",1981,52.401,"North America"
"2951","Dominican Republic",1982,53.05,"North America"
"2952","Dominican Republic",1983,53.323,"North America"
"2953","Dominican Republic",1984,53.596,"North America"
"2954","Dominican Republic",1985,53.868,"North America"
"2955","Dominican Republic",1986,54.14,"North America"
"2956","Dominican Republic",1987,54.412,"North America"
"2957","Dominican Republic",1988,54.684,"North America"
"2958","Dominican Republic",1989,54.955,"North America"
"2959","Dominican Republic",1990,55.226,"North America"
"2960","Dominican Republic",1991,55.497,"North America"
"2961","Dominican Republic",1992,55.767,"North America"
"2962","Dominican Republic",1993,56.037,"North America"
"2963","Dominican Republic",1994,56.752,"North America"
"2964","Dominican Republic",1995,57.598,"North America"
"2965","Dominican Republic",1996,58.441,"North America"
"2966","Dominican Republic",1997,59.276,"North America"
"2967","Dominican Republic",1998,60.107,"North America"
"2968","Dominican Republic",1999,60.933,"North America"
"2969","Dominican Republic",2000,61.753,"North America"
"2970","Dominican Republic",2001,62.565,"North America"
"2971","Dominican Republic",2002,63.371,"North America"
"2972","Dominican Republic",2003,64.605,"North America"
"2973","Dominican Republic",2004,66.003,"North America"
"2974","Dominican Republic",2005,67.37,"North America"
"2975","Dominican Republic",2006,68.71,"North America"
"2976","Dominican Republic",2007,70.02,"North America"
"2977","Dominican Republic",2008,71.3,"North America"
"2978","Dominican Republic",2009,72.542,"North America"
"2979","Dominican Republic",2010,73.753,"North America"
"2980","Dominican Republic",2011,74.827,"North America"
"2981","Dominican Republic",2012,75.802,"North America"
"2982","Dominican Republic",2013,76.749,"North America"
"2983","Dominican Republic",2014,77.67,"North America"
"2984","Dominican Republic",2015,78.566,"North America"
"2985","Dominican Republic",2016,79.436,"North America"
"2986","Dominican Republic",2017,80.277,"North America"
"2987","Dominican Republic",2018,81.074,"North America"
"2988","Dominican Republic",2019,81.828,"North America"
"2989","Dominican Republic",2020,82.54,"North America"
"2990","Ecuador",1960,33.878,"South America"
"2991","Ecuador",1961,34.466,"South America"
"2992","Ecuador",1962,35.06,"South America"
"2993","Ecuador",1963,35.606,"South America"
"2994","Ecuador",1964,36.122,"South America"
"2995","Ecuador",1965,36.64,"South America"
"2996","Ecuador",1966,37.162,"South America"
"2997","Ecuador",1967,37.686,"South America"
"2998","Ecuador",1968,38.215,"South America"
"2999","Ecuador",1969,38.744,"South America"
"3000","Ecuador",1970,39.278,"South America"
"3001","Ecuador",1971,39.813,"South America"
"3002","Ecuador",1972,40.352,"South America"
"3003","Ecuador",1973,40.892,"South America"
"3004","Ecuador",1974,41.457,"South America"
"3005","Ecuador",1975,42.363,"South America"
"3006","Ecuador",1976,43.276,"South America"
"3007","Ecuador",1977,44.191,"South America"
"3008","Ecuador",1978,45.111,"South America"
"3009","Ecuador",1979,46.034,"South America"
"3010","Ecuador",1980,46.961,"South America"
"3011","Ecuador",1981,47.888,"South America"
"3012","Ecuador",1982,48.818,"South America"
"3013","Ecuador",1983,49.658,"South America"
"3014","Ecuador",1984,50.438,"South America"
"3015","Ecuador",1985,51.215,"South America"
"3016","Ecuador",1986,51.993,"South America"
"3017","Ecuador",1987,52.769,"South America"
"3018","Ecuador",1988,53.546,"South America"
"3019","Ecuador",1989,54.318,"South America"
"3020","Ecuador",1990,55.09,"South America"
"3021","Ecuador",1991,55.709,"South America"
"3022","Ecuador",1992,56.226,"South America"
"3023","Ecuador",1993,56.74,"South America"
"3024","Ecuador",1994,57.254,"South America"
"3025","Ecuador",1995,57.766,"South America"
"3026","Ecuador",1996,58.277,"South America"
"3027","Ecuador",1997,58.785,"South America"
"3028","Ecuador",1998,59.291,"South America"
"3029","Ecuador",1999,59.796,"South America"
"3030","Ecuador",2000,60.299,"South America"
"3031","Ecuador",2001,60.799,"South America"
"3032","Ecuador",2002,61.118,"South America"
"3033","Ecuador",2003,61.316,"South America"
"3034","Ecuador",2004,61.514,"South America"
"3035","Ecuador",2005,61.711,"South America"
"3036","Ecuador",2006,61.907,"South America"
"3037","Ecuador",2007,62.104,"South America"
"3038","Ecuador",2008,62.3,"South America"
"3039","Ecuador",2009,62.495,"South America"
"3040","Ecuador",2010,62.69,"South America"
"3041","Ecuador",2011,62.851,"South America"
"3042","Ecuador",2012,62.988,"South America"
"3043","Ecuador",2013,63.125,"South America"
"3044","Ecuador",2014,63.261,"South America"
"3045","Ecuador",2015,63.398,"South America"
"3046","Ecuador",2016,63.534,"South America"
"3047","Ecuador",2017,63.67,"South America"
"3048","Ecuador",2018,63.821,"South America"
"3049","Ecuador",2019,63.986,"South America"
"3050","Ecuador",2020,64.166,"South America"
"3051","Egypt",1960,37.864,"Africa"
"3052","Egypt",1961,38.272,"Africa"
"3053","Egypt",1962,38.624,"Africa"
"3054","Egypt",1963,38.977,"Africa"
"3055","Egypt",1964,39.331,"Africa"
"3056","Egypt",1965,39.686,"Africa"
"3057","Egypt",1966,40.042,"Africa"
"3058","Egypt",1967,40.399,"Africa"
"3059","Egypt",1968,40.758,"Africa"
"3060","Egypt",1969,41.117,"Africa"
"3061","Egypt",1970,41.477,"Africa"
"3062","Egypt",1971,41.838,"Africa"
"3063","Egypt",1972,42.2,"Africa"
"3064","Egypt",1973,42.563,"Africa"
"3065","Egypt",1974,42.926,"Africa"
"3066","Egypt",1975,43.291,"Africa"
"3067","Egypt",1976,43.656,"Africa"
"3068","Egypt",1977,43.81,"Africa"
"3069","Egypt",1978,43.826,"Africa"
"3070","Egypt",1979,43.842,"Africa"
"3071","Egypt",1980,43.858,"Africa"
"3072","Egypt",1981,43.874,"Africa"
"3073","Egypt",1982,43.89,"Africa"
"3074","Egypt",1983,43.906,"Africa"
"3075","Egypt",1984,43.922,"Africa"
"3076","Egypt",1985,43.938,"Africa"
"3077","Egypt",1986,43.954,"Africa"
"3078","Egypt",1987,43.877,"Africa"
"3079","Egypt",1988,43.744,"Africa"
"3080","Egypt",1989,43.611,"Africa"
"3081","Egypt",1990,43.478,"Africa"
"3082","Egypt",1991,43.345,"Africa"
"3083","Egypt",1992,43.212,"Africa"
"3084","Egypt",1993,43.079,"Africa"
"3085","Egypt",1994,42.946,"Africa"
"3086","Egypt",1995,42.814,"Africa"
"3087","Egypt",1996,42.681,"Africa"
"3088","Egypt",1997,42.658,"Africa"
"3089","Egypt",1998,42.704,"Africa"
"3090","Egypt",1999,42.75,"Africa"
"3091","Egypt",2000,42.797,"Africa"
"3092","Egypt",2001,42.843,"Africa"
"3093","Egypt",2002,42.889,"Africa"
"3094","Egypt",2003,42.935,"Africa"
"3095","Egypt",2004,42.981,"Africa"
"3096","Egypt",2005,43.027,"Africa"
"3097","Egypt",2006,43.073,"Africa"
"3098","Egypt",2007,43.078,"Africa"
"3099","Egypt",2008,43.058,"Africa"
"3100","Egypt",2009,43.039,"Africa"
"3101","Egypt",2010,43.019,"Africa"
"3102","Egypt",2011,43,"Africa"
"3103","Egypt",2012,42.946,"Africa"
"3104","Egypt",2013,42.893,"Africa"
"3105","Egypt",2014,42.839,"Africa"
"3106","Egypt",2015,42.785,"Africa"
"3107","Egypt",2016,42.732,"Africa"
"3108","Egypt",2017,42.705,"Africa"
"3109","Egypt",2018,42.704,"Africa"
"3110","Egypt",2019,42.73,"Africa"
"3111","Egypt",2020,42.783,"Africa"
"3112","El Salvador",1960,38.354,"North America"
"3113","El Salvador",1961,38.527,"North America"
"3114","El Salvador",1962,38.628,"North America"
"3115","El Salvador",1963,38.729,"North America"
"3116","El Salvador",1964,38.83,"North America"
"3117","El Salvador",1965,38.931,"North America"
"3118","El Salvador",1966,39.033,"North America"
"3119","El Salvador",1967,39.134,"North America"
"3120","El Salvador",1968,39.236,"North America"
"3121","El Salvador",1969,39.337,"North America"
"3122","El Salvador",1970,39.439,"North America"
"3123","El Salvador",1971,39.544,"North America"
"3124","El Salvador",1972,40.043,"North America"
"3125","El Salvador",1973,40.543,"North America"
"3126","El Salvador",1974,41.046,"North America"
"3127","El Salvador",1975,41.551,"North America"
"3128","El Salvador",1976,42.058,"North America"
"3129","El Salvador",1977,42.565,"North America"
"3130","El Salvador",1978,43.075,"North America"
"3131","El Salvador",1979,43.586,"North America"
"3132","El Salvador",1980,44.099,"North America"
"3133","El Salvador",1981,44.612,"North America"
"3134","El Salvador",1982,45.127,"North America"
"3135","El Salvador",1983,45.642,"North America"
"3136","El Salvador",1984,46.16,"North America"
"3137","El Salvador",1985,46.677,"North America"
"3138","El Salvador",1986,47.195,"North America"
"3139","El Salvador",1987,47.714,"North America"
"3140","El Salvador",1988,48.234,"North America"
"3141","El Salvador",1989,48.754,"North America"
"3142","El Salvador",1990,49.274,"North America"
"3143","El Salvador",1991,49.794,"North America"
"3144","El Salvador",1992,50.315,"North America"
"3145","El Salvador",1993,51.417,"North America"
"3146","El Salvador",1994,52.704,"North America"
"3147","El Salvador",1995,53.988,"North America"
"3148","El Salvador",1996,55.268,"North America"
"3149","El Salvador",1997,56.537,"North America"
"3150","El Salvador",1998,57.8,"North America"
"3151","El Salvador",1999,58.357,"North America"
"3152","El Salvador",2000,58.912,"North America"
"3153","El Salvador",2001,59.464,"North America"
"3154","El Salvador",2002,60.014,"North America"
"3155","El Salvador",2003,60.561,"North America"
"3156","El Salvador",2004,61.107,"North America"
"3157","El Salvador",2005,61.648,"North America"
"3158","El Salvador",2006,62.187,"North America"
"3159","El Salvador",2007,62.774,"North America"
"3160","El Salvador",2008,63.678,"North America"
"3161","El Salvador",2009,64.57,"North America"
"3162","El Salvador",2010,65.452,"North America"
"3163","El Salvador",2011,66.325,"North America"
"3164","El Salvador",2012,67.187,"North America"
"3165","El Salvador",2013,68.036,"North America"
"3166","El Salvador",2014,68.874,"North America"
"3167","El Salvador",2015,69.7,"North America"
"3168","El Salvador",2016,70.501,"North America"
"3169","El Salvador",2017,71.275,"North America"
"3170","El Salvador",2018,72.023,"North America"
"3171","El Salvador",2019,72.746,"North America"
"3172","El Salvador",2020,73.444,"North America"
"3173","Equatorial Guinea",1960,25.537,"Africa"
"3174","Equatorial Guinea",1961,26.144,"Africa"
"3175","Equatorial Guinea",1962,26.234,"Africa"
"3176","Equatorial Guinea",1963,26.323,"Africa"
"3177","Equatorial Guinea",1964,26.413,"Africa"
"3178","Equatorial Guinea",1965,26.502,"Africa"
"3179","Equatorial Guinea",1966,26.592,"Africa"
"3180","Equatorial Guinea",1967,26.682,"Africa"
"3181","Equatorial Guinea",1968,26.773,"Africa"
"3182","Equatorial Guinea",1969,26.863,"Africa"
"3183","Equatorial Guinea",1970,26.954,"Africa"
"3184","Equatorial Guinea",1971,27.045,"Africa"
"3185","Equatorial Guinea",1972,27.136,"Africa"
"3186","Equatorial Guinea",1973,27.227,"Africa"
"3187","Equatorial Guinea",1974,27.319,"Africa"
"3188","Equatorial Guinea",1975,27.41,"Africa"
"3189","Equatorial Guinea",1976,27.502,"Africa"
"3190","Equatorial Guinea",1977,27.594,"Africa"
"3191","Equatorial Guinea",1978,27.687,"Africa"
"3192","Equatorial Guinea",1979,27.779,"Africa"
"3193","Equatorial Guinea",1980,27.872,"Africa"
"3194","Equatorial Guinea",1981,27.965,"Africa"
"3195","Equatorial Guinea",1982,28.058,"Africa"
"3196","Equatorial Guinea",1983,28.151,"Africa"
"3197","Equatorial Guinea",1984,29.028,"Africa"
"3198","Equatorial Guinea",1985,29.94,"Africa"
"3199","Equatorial Guinea",1986,30.871,"Africa"
"3200","Equatorial Guinea",1987,31.817,"Africa"
"3201","Equatorial Guinea",1988,32.78,"Africa"
"3202","Equatorial Guinea",1989,33.755,"Africa"
"3203","Equatorial Guinea",1990,34.745,"Africa"
"3204","Equatorial Guinea",1991,35.748,"Africa"
"3205","Equatorial Guinea",1992,36.766,"Africa"
"3206","Equatorial Guinea",1993,37.792,"Africa"
"3207","Equatorial Guinea",1994,38.831,"Africa"
"3208","Equatorial Guinea",1995,40.494,"Africa"
"3209","Equatorial Guinea",1996,42.187,"Africa"
"3210","Equatorial Guinea",1997,43.893,"Africa"
"3211","Equatorial Guinea",1998,45.616,"Africa"
"3212","Equatorial Guinea",1999,47.35,"Africa"
"3213","Equatorial Guinea",2000,49.092,"Africa"
"3214","Equatorial Guinea",2001,50.832,"Africa"
"3215","Equatorial Guinea",2002,52.573,"Africa"
"3216","Equatorial Guinea",2003,54.307,"Africa"
"3217","Equatorial Guinea",2004,56.033,"Africa"
"3218","Equatorial Guinea",2005,57.74,"Africa"
"3219","Equatorial Guinea",2006,59.431,"Africa"
"3220","Equatorial Guinea",2007,61.1,"Africa"
"3221","Equatorial Guinea",2008,62.745,"Africa"
"3222","Equatorial Guinea",2009,64.358,"Africa"
"3223","Equatorial Guinea",2010,65.94,"Africa"
"3224","Equatorial Guinea",2011,67.488,"Africa"
"3225","Equatorial Guinea",2012,69,"Africa"
"3226","Equatorial Guinea",2013,69.544,"Africa"
"3227","Equatorial Guinea",2014,70.083,"Africa"
"3228","Equatorial Guinea",2015,70.616,"Africa"
"3229","Equatorial Guinea",2016,71.138,"Africa"
"3230","Equatorial Guinea",2017,71.646,"Africa"
"3231","Equatorial Guinea",2018,72.143,"Africa"
"3232","Equatorial Guinea",2019,72.627,"Africa"
"3233","Equatorial Guinea",2020,73.1,"Africa"
"3234","Eritrea",1960,9.799,"Africa"
"3235","Eritrea",1961,10.114,"Africa"
"3236","Eritrea",1962,10.438,"Africa"
"3237","Eritrea",1963,10.772,"Africa"
"3238","Eritrea",1964,11.115,"Africa"
"3239","Eritrea",1965,11.466,"Africa"
"3240","Eritrea",1966,11.828,"Africa"
"3241","Eritrea",1967,12.2,"Africa"
"3242","Eritrea",1968,12.358,"Africa"
"3243","Eritrea",1969,12.517,"Africa"
"3244","Eritrea",1970,12.678,"Africa"
"3245","Eritrea",1971,12.841,"Africa"
"3246","Eritrea",1972,13.006,"Africa"
"3247","Eritrea",1973,13.173,"Africa"
"3248","Eritrea",1974,13.341,"Africa"
"3249","Eritrea",1975,13.511,"Africa"
"3250","Eritrea",1976,13.684,"Africa"
"3251","Eritrea",1977,13.857,"Africa"
"3252","Eritrea",1978,14.033,"Africa"
"3253","Eritrea",1979,14.211,"Africa"
"3254","Eritrea",1980,14.39,"Africa"
"3255","Eritrea",1981,14.572,"Africa"
"3256","Eritrea",1982,14.755,"Africa"
"3257","Eritrea",1983,14.94,"Africa"
"3258","Eritrea",1984,15.182,"Africa"
"3259","Eritrea",1985,15.757,"Africa"
"3260","Eritrea",1986,16.351,"Africa"
"3261","Eritrea",1987,16.962,"Africa"
"3262","Eritrea",1988,17.592,"Africa"
"3263","Eritrea",1989,18.239,"Africa"
"3264","Eritrea",1990,18.905,"Africa"
"3265","Eritrea",1991,19.59,"Africa"
"3266","Eritrea",1992,20.294,"Africa"
"3267","Eritrea",1993,21.015,"Africa"
"3268","Eritrea",1994,21.755,"Africa"
"3269","Eritrea",1995,22.514,"Africa"
"3270","Eritrea",1996,23.293,"Africa"
"3271","Eritrea",1997,24.088,"Africa"
"3272","Eritrea",1998,24.903,"Africa"
"3273","Eritrea",1999,25.735,"Africa"
"3274","Eritrea",2000,26.587,"Africa"
"3275","Eritrea",2001,27.455,"Africa"
"3276","Eritrea",2002,28.341,"Africa"
"3277","Eritrea",2003,29.244,"Africa"
"3278","Eritrea",2004,30.164,"Africa"
"3279","Eritrea",2005,31.099,"Africa"
"3280","Eritrea",2006,32.051,"Africa"
"3281","Eritrea",2007,33.017,"Africa"
"3282","Eritrea",2008,34,"Africa"
"3283","Eritrea",2009,34.585,"Africa"
"3284","Eritrea",2010,35.175,"Africa"
"3285","Eritrea",2011,35.771,"Africa"
"3286","Estonia",1960,57.533,"Europe"
"3287","Estonia",1961,58.304,"Europe"
"3288","Estonia",1962,59.072,"Europe"
"3289","Estonia",1963,59.836,"Europe"
"3290","Estonia",1964,60.596,"Europe"
"3291","Estonia",1965,61.348,"Europe"
"3292","Estonia",1966,62.097,"Europe"
"3293","Estonia",1967,62.839,"Europe"
"3294","Estonia",1968,63.577,"Europe"
"3295","Estonia",1969,64.307,"Europe"
"3296","Estonia",1970,64.947,"Europe"
"3297","Estonia",1971,65.483,"Europe"
"3298","Estonia",1972,66.017,"Europe"
"3299","Estonia",1973,66.545,"Europe"
"3300","Estonia",1974,67.069,"Europe"
"3301","Estonia",1975,67.589,"Europe"
"3302","Estonia",1976,68.106,"Europe"
"3303","Estonia",1977,68.617,"Europe"
"3304","Estonia",1978,69.124,"Europe"
"3305","Estonia",1979,69.497,"Europe"
"3306","Estonia",1980,69.711,"Europe"
"3307","Estonia",1981,69.924,"Europe"
"3308","Estonia",1982,70.136,"Europe"
"3309","Estonia",1983,70.347,"Europe"
"3310","Estonia",1984,70.558,"Europe"
"3311","Estonia",1985,70.767,"Europe"
"3312","Estonia",1986,70.975,"Europe"
"3313","Estonia",1987,71.183,"Europe"
"3314","Estonia",1988,71.39,"Europe"
"3315","Estonia",1989,71.415,"Europe"
"3316","Estonia",1990,71.231,"Europe"
"3317","Estonia",1991,71.046,"Europe"
"3318","Estonia",1992,70.86,"Europe"
"3319","Estonia",1993,70.674,"Europe"
"3320","Estonia",1994,70.487,"Europe"
"3321","Estonia",1995,70.3,"Europe"
"3322","Estonia",1996,70.111,"Europe"
"3323","Estonia",1997,69.923,"Europe"
"3324","Estonia",1998,69.733,"Europe"
"3325","Estonia",1999,69.543,"Europe"
"3326","Estonia",2000,69.368,"Europe"
"3327","Estonia",2001,69.242,"Europe"
"3328","Estonia",2002,69.116,"Europe"
"3329","Estonia",2003,68.989,"Europe"
"3330","Estonia",2004,68.862,"Europe"
"3331","Estonia",2005,68.735,"Europe"
"3332","Estonia",2006,68.607,"Europe"
"3333","Estonia",2007,68.479,"Europe"
"3334","Estonia",2008,68.351,"Europe"
"3335","Estonia",2009,68.223,"Europe"
"3336","Estonia",2010,68.094,"Europe"
"3337","Estonia",2011,67.965,"Europe"
"3338","Estonia",2012,67.974,"Europe"
"3339","Estonia",2013,68.122,"Europe"
"3340","Estonia",2014,68.269,"Europe"
"3341","Estonia",2015,68.416,"Europe"
"3342","Estonia",2016,68.563,"Europe"
"3343","Estonia",2017,68.717,"Europe"
"3344","Estonia",2018,68.88,"Europe"
"3345","Estonia",2019,69.051,"Europe"
"3346","Estonia",2020,69.229,"Europe"
"3347","Ethiopia",1960,6.433,"Africa"
"3348","Ethiopia",1961,6.65,"Africa"
"3349","Ethiopia",1962,6.874,"Africa"
"3350","Ethiopia",1963,7.104,"Africa"
"3351","Ethiopia",1964,7.342,"Africa"
"3352","Ethiopia",1965,7.587,"Africa"
"3353","Ethiopia",1966,7.84,"Africa"
"3354","Ethiopia",1967,8.1,"Africa"
"3355","Ethiopia",1968,8.26,"Africa"
"3356","Ethiopia",1969,8.422,"Africa"
"3357","Ethiopia",1970,8.588,"Africa"
"3358","Ethiopia",1971,8.756,"Africa"
"3359","Ethiopia",1972,8.928,"Africa"
"3360","Ethiopia",1973,9.102,"Africa"
"3361","Ethiopia",1974,9.279,"Africa"
"3362","Ethiopia",1975,9.46,"Africa"
"3363","Ethiopia",1976,9.644,"Africa"
"3364","Ethiopia",1977,9.83,"Africa"
"3365","Ethiopia",1978,10.02,"Africa"
"3366","Ethiopia",1979,10.214,"Africa"
"3367","Ethiopia",1980,10.41,"Africa"
"3368","Ethiopia",1981,10.61,"Africa"
"3369","Ethiopia",1982,10.813,"Africa"
"3370","Ethiopia",1983,11.02,"Africa"
"3371","Ethiopia",1984,11.232,"Africa"
"3372","Ethiopia",1985,11.453,"Africa"
"3373","Ethiopia",1986,11.679,"Africa"
"3374","Ethiopia",1987,11.909,"Africa"
"3375","Ethiopia",1988,12.143,"Africa"
"3376","Ethiopia",1989,12.38,"Africa"
"3377","Ethiopia",1990,12.621,"Africa"
"3378","Ethiopia",1991,12.867,"Africa"
"3379","Ethiopia",1992,13.116,"Africa"
"3380","Ethiopia",1993,13.37,"Africa"
"3381","Ethiopia",1994,13.627,"Africa"
"3382","Ethiopia",1995,13.827,"Africa"
"3383","Ethiopia",1996,14.006,"Africa"
"3384","Ethiopia",1997,14.186,"Africa"
"3385","Ethiopia",1998,14.369,"Africa"
"3386","Ethiopia",1999,14.553,"Africa"
"3387","Ethiopia",2000,14.74,"Africa"
"3388","Ethiopia",2001,14.927,"Africa"
"3389","Ethiopia",2002,15.118,"Africa"
"3390","Ethiopia",2003,15.31,"Africa"
"3391","Ethiopia",2004,15.504,"Africa"
"3392","Ethiopia",2005,15.7,"Africa"
"3393","Ethiopia",2006,15.899,"Africa"
"3394","Ethiopia",2007,16.116,"Africa"
"3395","Ethiopia",2008,16.51,"Africa"
"3396","Ethiopia",2009,16.91,"Africa"
"3397","Ethiopia",2010,17.319,"Africa"
"3398","Ethiopia",2011,17.735,"Africa"
"3399","Ethiopia",2012,18.16,"Africa"
"3400","Ethiopia",2013,18.575,"Africa"
"3401","Ethiopia",2014,18.998,"Africa"
"3402","Ethiopia",2015,19.428,"Africa"
"3403","Ethiopia",2016,19.866,"Africa"
"3404","Ethiopia",2017,20.31,"Africa"
"3405","Ethiopia",2018,20.763,"Africa"
"3406","Ethiopia",2019,21.225,"Africa"
"3407","Ethiopia",2020,21.695,"Africa"
"3408","Fiji",1960,29.681,"Oceania"
"3409","Fiji",1961,30.248,"Oceania"
"3410","Fiji",1962,30.823,"Oceania"
"3411","Fiji",1963,31.403,"Oceania"
"3412","Fiji",1964,31.991,"Oceania"
"3413","Fiji",1965,32.582,"Oceania"
"3414","Fiji",1966,33.18,"Oceania"
